Company,Ticker,Exchange,Yahoo,Closing Price
Amer First Tax Exempt Inv L.P.,ATAXZ,NASDAQ,False,
Amer Medical Sys Hldgs,AMMD,NASDAQ,False,
Amerant Bancorp Inc,AMTB,NASDAQ,True,20.55
Amerant Bancorp Inc,AMTBB,NASDAQ,False,
Amerco,UHAL,NASDAQ,True,56.28
Ameren Corp,AEE,NYSE,True,83.79
Ameresco Inc,AMRC,NYSE,True,47.96
Ameri Holdings Inc,AMRH,NASDAQ,False,
America Service Grp. Inc.,ASGR,NASDAQ,False,
American Acces Technologies,AATK,NASDAQ,False,
American Acquisition Opportunity Inc,AMAO,NASDAQ,True,10.25
American Airlines Group Inc,AAL,NASDAQ,True,15.3
American Airlines Group Inc,AAL,NASDAQ,True,15.3
American Assets Trust Inc,AAT,NYSE,True,19.78
American Axle and Manufacturing Holdings Inc,AXL,NYSE,True,7.62
American Bancorp N J,ABNJ,NASDAQ,False,
American Bank,AMBKW,NASDAQ,False,
American Beacon Ipm Systematic Macro Fund - Ultra Class,IPMUX,NASDAQ,False,
American Campus Communities Inc,ACC,NYSE,False,
American Capital,ACAS,NASDAQ,False,
American Commercial Lines,ACLI,NASDAQ,False,
American Commercial Lines,ACLID,NASDAQ,False,
American Dental Partners,ADPI,NASDAQ,False,
American Eagle Outfitters,AEOS,NASDAQ,False,
American Eagle Outfitters Inc,AEO,NYSE,True,11.78
American Electric Power Company Inc,AEP,NASDAQ,True,84.68
American Electric Power Company Inc,AEP,NYSE,True,84.68
American Electric Technologies Inc,AETI,NASDAQ,False,
American Equity Investment Life Holding Company,AEL,NYSE,True,42.39
American Express Company,AXP,NYSE,True,171.14
American Farmland Company,AFCO,AMEX,False,
American Financial Group,AFG,NYSE,True,116.8
American Financial Group Inc,AFGH,NYSE,False,
American Financial Trust Inc,AFIN,NASDAQ,False,
American Homes 4 Rent,AMH,NYSE,True,35.3
American Homes 4 Rent,AMHPRE,NYSE,False,
American Independence Corp.,AMIC,NASDAQ,False,
American International Group Inc,AIG,NYSE,True,56.63
American Italian Pasta,AIPC,NASDAQ,False,
American Learning,AMCE,NASDAQ,False,
American Lorain Corp.,ALN,AMEX,False,
American Medical Alert Corp.,AMAC,NASDAQ,False,
American Midstream Partners LP,AMID,NYSE,True,25.5694
American Mold Guard,AMGI,NASDAQ,False,
American Mold Guard CL A Wrt,AMGIW,NASDAQ,False,
American Mold Guard CL B Wrt,AMGIZ,NASDAQ,False,
American National Bankshares Inc,AMNB,NASDAQ,True,30.84
American National Group Inc,ANAT,NASDAQ,False,
American Outdoor Brands Corporation,AOBC,NASDAQ,False,
American Outdoor Brands Inc,AOUT,NASDAQ,True,7.99
American Outdoor Brands Inc,AOUTV,NASDAQ,False,
American Pacific Bank - Class B Common Stock,AMPB,NASDAQ,False,
American Pacific Corp.,APFC,NASDAQ,False,
American Physicians Capital,ACAP,NASDAQ,False,
American Public Education Inc,APEI,NASDAQ,True,4.92
American Realty Investors Inc,ARL,NYSE,True,20.11
American Renal Associates Holdings Inc,ARA,NYSE,False,
American Residential Properties,ARPI,NYSE,False,
American Resources Corporation,AREC,NASDAQ,True,1.71
American River Bankshares,AMRB,NASDAQ,False,
American Science And Engineering,ASEI,NASDAQ,False,
American Shared Hospital Services,AMS,AMEX,True,2.65
American Software Inc,AMSWA,NASDAQ,True,13.42
American States Water Co,AWR,NYSE,True,91.12
American Superconductor Corp,AMSC,NASDAQ,True,6.275
American Technology,ATCO,NASDAQ,False,
American Tower Corporation,AMT,NYSE,True,190.02
American Vanguard Corporation,AVD,NYSE,True,17.87
American Virtual Cloud Technologies Inc,AVCT,NASDAQ,False,
American Virtual Cloud Technologies Inc,AVCT,NASDAQ,False,
American Water Works,AWK,NYSE,True,147.12
American Well Corporation,AMWL,NYSE,True,2.48
American Woodmark Corp,AMWD,NASDAQ,True,68.56
Americas Car Mart Inc,CRMT,NASDAQ,True,97.19
Americas Gold and Silver Corporation,USAS,AMEX,True,0.41
Americas Technology Acquisition Corp,ATA,NYSE,False,
Americasbank,AMAB,NASDAQ,False,
Americold Realty Trust,COLD,NYSE,True,29.69
AmeriGas Partners LP,APU,NYSE,False,
AmeriHome Inc,AHM,NYSE,False,
Ameriprise Financial Inc,AMP,NYSE,True,314.51
AMERIQUEST,AMQ,NASDAQ,False,
Ameris Bancorp,ABCB,NASDAQ,True,36.61
AMERISAFE Inc,AMSF,NASDAQ,True,53.55
AmeriServ Financial Inc,ASRV,NASDAQ,True,2.83
AmerisourceBergen Corp,ABC,NYSE,True,176.45
Ameristar Casinos,ASCA,NASDAQ,True,10.47
Ameritrans Cap Corp 4/18/07,AMTCW,NASDAQ,False,
Ames National Corporation,ATLO,NASDAQ,True,18.99
Amesite Inc,AMST,NASDAQ,True,3.87
Ametek Inc,AME,NYSE,True,150.16
Amgen Inc,AMGN,NASDAQ,True,220.76
Amicas,AMCS,NASDAQ,False,
Amicus Therapeutics Inc,FOLD,NASDAQ,True,12.62
Amira Nature Foods Ltd,RYCE,NYSE,False,
Amira Nature Foods Ltd,ANFI,NYSE,False,
Amis Holdings,AMIS,NASDAQ,False,
Amkor Technology Inc,AMKR,NASDAQ,True,26.51
AMMO Inc,POWW,NASDAQ,True,2.02
Amn Healthcare Services Amn Healthcare Services,AHS,NYSE,False,
AMN Healthcare Services Inc,AMN,NYSE,True,107.15
Amneal Pharmaceuticals Inc,AMRX,NYSE,True,2.4
Ampco Pittsburgh Corp,AP,NYSE,True,3.25
Ampex Corp Class A,AMPX,NASDAQ,True,9.18
Ampex Corp Class A,WHUN,NASDAQ,False,
Amphastar Pharmaceuticals Inc,AMPH,NASDAQ,True,45.89
Amphenol Corp,APH,NYSE,True,78.85
Ampio Pharmaceuticals Inc,AMPE,AMEX,True,0.2716
Amplify Energy Corp,AMPY,NYSE,True,7.27
Amplitech Group Inc,AMPG,NASDAQ,True,2.61
Amplitude Healthcare Acquisition Corporation,AMHC,NASDAQ,False,
Amplitude Healthcare Acquisition Corporation,AMHCW,NASDAQ,False,
Amplitude Inc,AMPL,NASDAQ,True,10.18
AMREP Corp,AXR,NYSE,True,15.3801
Amsurg Corp.,AMSG,NASDAQ,False,
AMTD Digital Inc,HKD,NYSE,True,6.6
Amtech Systems Inc,ASYS,NASDAQ,True,10.21
Amylin Pharmaceuticals,AMLN,NASDAQ,False,
Amylyx Pharmaceuticals Inc,AMLX,NASDAQ,True,26.25
Amyris Inc,AMRS,NASDAQ,True,1.21
Anacor Pharmaceuticals,ANAC,NASDAQ,False,
Anadarko Petroleum Corporation,APC,NYSE,False,
Anadys Pharmaceuticals,ANDS,NASDAQ,False,
Analog Devices Inc,ADI,NASDAQ,True,181.68
Analysts International,ANLYD,NASDAQ,False,
Analysts International Corp.,ANLY,NASDAQ,False,
Anaplan Inc,PLAN,NYSE,False,
AnaptysBio Inc,ANAB,NASDAQ,True,18.32
Anaren,ANEN,NASDAQ,False,
Anavex Life Sciences Corporation,AVXL,NASDAQ,True,9.24
Ancestry.Com Inc.,ACOM,NASDAQ,False,
Anchor Bancorp Wisconsin Inc.,ABCW,NASDAQ,False,
Anchor Glass Container,AGCC,NASDAQ,False,
Andeavor,ANDV,NYSE,False,
Andeavor Logistics LP,ANDX,NYSE,False,
Andersons Inc,ANDE,NASDAQ,True,43.88
Andina Acquisition Corporation III,ANDA,NASDAQ,False,
Andrew Corp,ANDW,NASDAQ,False,
Andrx,ADRX,NASDAQ,False,
Anebulo Pharmaceuticals Inc,ANEB,NASDAQ,True,2.7
Angel Oak Dynamic Financial Strategies Income Term Trust,DYFN,NYSE,True,17.2872
Angel Oak Fds TR High Yield Opportunities FD CL A,RIMYX,NASDAQ,False,
Angel Oak Fds TR High Yield Opportunities FD Instl Cl,RAIHX,NASDAQ,False,
Angel Oak Financial Strategies Income Term Trust,FINS,NYSE,True,11.95
Angel Oak Mortgage Inc,AOMR,NYSE,True,7.84
Angel Pond Holdings Corporation,POND,NYSE,False,
Angi Inc,ANGI,NASDAQ,True,3.16
AngioDynamics Inc,ANGO,NASDAQ,True,9.99
Angion Biomedica Corporation,ANGN,NASDAQ,True,1.0
Angiotech Pharmaceuticals - Common Shares,ANPI,NASDAQ,False,
Anglo American Plc,AAUKD,NASDAQ,False,
ANI Pharmaceuticals Inc,ANIP,NASDAQ,True,49.86
Anika Therapeutics Inc,ANIK,NASDAQ,True,26.81
Anixa Biosciences Inc,ANIX,NASDAQ,True,3.5
Anixter International Inc,AXE,NYSE,False,
Annaly Capital Management Inc,NLY,NYSE,True,19.92
Annaly Capital Management Inc,NLY,NYSE,True,19.92
Annapolis Bancorp Inc.,ANNB,NASDAQ,False,
Annexon Inc,ANNX,NASDAQ,True,2.88
Annovis Bio Inc,ANVS,AMEX,True,13.83
Annovis Bio Inc,ANVS,NYSE,True,13.83
Anormed Ord,ANOR,NASDAQ,False,
Ansell Limited ADS,ANSL,NASDAQ,False,
Ansoft Corp,ANST,NASDAQ,False,
Answers Corp.,ANSW,NASDAQ,False,
ANSYS Inc,ANSS,NASDAQ,True,316.05
Antares Pharma Inc,ATRS,NASDAQ,False,
Antelope Enterprise Holdings Ltd,AEHL,NASDAQ,True,1.03
Anterix Inc,ATEX,NASDAQ,True,33.61
Antero Midstream Corporation,AM,NYSE,True,10.95
Antero Resources Corporation,AR,NYSE,True,21.9
Anthem Inc,ANTM,NYSE,False,
Anthemis Digital Acquisitions I Corporation,ADAL,NASDAQ,True,10.48
Anthemis Digital Acquisitions I Corporation,ADALU,NASDAQ,True,10.47
Anworth Mortgage Asset Corporation,ANH,NYSE,False,
Anzu Special Acquisition Corporation I,ANZU,NASDAQ,True,10.15
AO Smith Corp,AOS,NYSE,True,69.74
Aon PLC,AON,NYSE,True,312.89
APA Corporation,APA,NASDAQ,True,34.0
APA Corporation,APA,NASDAQ,True,34.0
Apache Corporation,APA,NYSE,True,34.0
Apartment Income REIT Corp,AIRC,NYSE,True,36.41
Apartment Investment and Management Company,AIV,NYSE,True,8.57
Apeiron Capital Investment Corp,APN,NYSE,False,
Apellis Pharmaceuticals Inc,APLS,NASDAQ,True,90.17
Apergy Corporation,APY,NYSE,False,
Apex Global Brands Inc,APEX,NASDAQ,False,
Apex Technology Acquisition Corporation,APXT,NASDAQ,False,
Apex Technology Acquisition Corporation,APXTU,NASDAQ,False,
Aphria Inc,APHA,NASDAQ,False,
Aphria Inc,APHA,NYSE,False,
Aphton,APHT,NASDAQ,False,
APi Group Corporation,APG,NYSE,True,24.75
Api Technologies Corp.,ATNY,NASDAQ,False,
Apigee Corp.,APIC,NASDAQ,False,
Apogee Enterprises Inc,APOG,NASDAQ,True,42.01
Apollo Commercial Real Estate Finance Inc,ARI,NYSE,True,10.93
Apollo Education Grp.,APOL,NASDAQ,False,
Apollo Endosurgery Inc,APEN,NASDAQ,False,
Apollo Global Management Inc,APO,NYSE,True,72.75
Apollo Grp.,UOPX,NASDAQ,False,
Apollo Investment Corporation,AINV,NASDAQ,False,
Apollo Investment Corporation,AIY,NYSE,False,
Apollo Medical Holdings Inc,AMEH,NASDAQ,True,33.36
Apollo Senior Floating Rate Fund Inc,AFT,NYSE,True,12.5
Apollo Strategic Growth Capital,APSG,NYSE,False,
Apollo Strategic Growth Capital II,APGB,NYSE,True,10.25
Apollo Tactical Income Fund Inc,AIF,NYSE,True,12.28
A-Power Energy Generation Sys,APWRW,NASDAQ,False,
App Pharmaceuticals,APPX,NASDAQ,False,
APPDYNAMICS INC,APPD,NASDAQ,False,
AppFolio Inc,APPF,NASDAQ,True,162.17
AppHarvest Inc,APPH,NASDAQ,True,0.3539
Appian Corporation,APPN,NASDAQ,True,47.75
Apple Hospitality REIT Inc,APLE,NYSE,True,15.65
Apple Inc,AAPL,NASDAQ,True,180.57
Apple Inc,AAPL,NASDAQ,True,180.57
Appliance Recycling Centers of America,ARCI,NASDAQ,False,
Applied Digital Solutions,ADSX,NASDAQ,False,
Applied Digital Solutions,ADSXD,NASDAQ,False,
Applied DNA Sciences Inc,APDN,NASDAQ,True,1.5
Applied Extrusion,AETC,NASDAQ,False,
Applied Genetic Technologies Corporation,AGTC,NASDAQ,False,
Applied Imaging,AICXD,NASDAQ,False,
Applied Industrial Technologies Inc,AIT,NYSE,True,135.34
Applied Innovation,AINN,NASDAQ,False,
Applied Materials Inc,AMAT,NASDAQ,True,136.2
Applied Micro Circuits,AMCCD,NASDAQ,False,
Applied Micro Circuits Corp.,AMCC,NASDAQ,False,
Applied Molecular Evolution,AMEV,NASDAQ,False,
Applied Molecular Transport Inc,AMTI,NASDAQ,True,0.2634
Applied Optoelectronics Inc,AAOI,NASDAQ,True,3.12
Applied Signal Technology,APSG,NASDAQ,False,
Applied Therapeutics Inc,APLT,NASDAQ,True,1.47
Applied UV Inc,AUVI,NASDAQ,True,1.9
Applix,APLX,NASDAQ,False,
Applovin Corporation,APP,NASDAQ,True,22.49
Approach Resources Inc,AREX,NASDAQ,False,
AppTech Payments Corporation,APCX,NASDAQ,True,1.98
Apptio,APTI,NASDAQ,False,
Aprea Therapeutics Inc,APRE,NASDAQ,True,3.6
Apria Inc,APR,NASDAQ,False,
Apricus Biosciences,APRI,NASDAQ,False,
Apropos Technology - Common Shares,APRS,NASDAQ,False,
AptarGroup Inc,ATR,NYSE,True,115.2
Aptevo Therapeutics Inc,APVO,NASDAQ,True,1.62
Aptinyx Inc,APTX,NASDAQ,True,0.071
Aptiv PLC,APTV,NYSE,True,97.4
Aptorum Group Ltd,APM,NASDAQ,True,3.1
Aptose Biosciences Inc,APTO,NASDAQ,True,5.67
APx Acquisition Corporation I,APXIU,NASDAQ,True,10.71
Apyx Medical Corporation,APYX,NASDAQ,True,6.96
Aqua America Inc,WTR,NYSE,False,
Aqua Metals Inc,AQMS,NASDAQ,True,1.2
AquaBounty Technologies Inc,AQB,NASDAQ,True,0.3744
Aquantia Corp,AQ,NYSE,False,
Aquantive,AQNT,NASDAQ,False,
AquaVenture Holdings Limited,WAAS,NYSE,False,
Aquestive Therapeutics Inc,AQST,NASDAQ,True,2.15
Aquinox Pharmaceuticals Inc,AQXP,NASDAQ,False,
Aramark,ARMK,NYSE,True,40.7
Aratana Therapeutics,PETX,NASDAQ,False,
Aravive Inc,ARAV,NASDAQ,True,1.71
Arbe Robotics Ltd,ARBE,NASDAQ,True,2.76
Arbinet Corp.,ARBX,NASDAQ,False,
Arbinet Corp.,ARBXD,NASDAQ,False,
Arbor Rapha Capital Bioholdings Corporation I,ARCK,NASDAQ,False,
Arbor Rapha Capital Bioholdings Corporation I,ARCKU,NASDAQ,False,
Arbor Realty Trust Inc,ABR,NYSE,True,14.13
Arborgen,ARBR,NASDAQ,False,
Arbutus Biopharma Corporation,ABUS,NASDAQ,True,2.54
ARC Document Solutions Inc,ARC,NYSE,True,2.93
Arc Grp. Worldwide,ARCW,NASDAQ,True,0.98
Arc Grp. Worldwide,ARCWD,NASDAQ,False,
ARCA Biopharma Inc,ABIO,NASDAQ,True,2.07
Arcadia Biosciences Inc,RKDA,NASDAQ,True,4.65
ARCADIA RES INC,ACDI,AMEX,False,
ArcBest Corporation,ARCB,NASDAQ,True,87.93
Arcelor Mittal New,MT,NYSE,True,27.37
ArcelorMittal,MTCN,NYSE,True,60.0
ARCH CAP GROUP LTD,ARHPRA,NYSE,False,
Arch Capital Group Ltd,ACGL,NASDAQ,True,70.99
Arch Resources Inc,ARCH,NYSE,True,111.5
Arch Wireless Inc.,AWL,AMEX,False,
Archaea Energy Inc,LFG,NYSE,False,
Archer Aviation Inc,ACHR,NYSE,True,3.06
Archer Daniels Midland Company,ADM,NYSE,True,72.2
Archimedes Tech SPAC Partners Company,ATSPT,NASDAQ,False,
Archipelago Learning,ARCL,NASDAQ,False,
Archrock Inc,AROC,NYSE,True,10.25
Arcimoto Inc,FUV,NASDAQ,True,1.81
ArcLight Clean Transition Corporation,ACTC,NASDAQ,False,
ArcLight Clean Transition Corporation II,ACTD,NASDAQ,False,
Arco Platform Ltd,ARCE,NASDAQ,True,12.22
Arconic Corporation,ARNC,NYSE,True,28.98
Arcos Dorados Holdings Inc,ARCO,NYSE,True,8.9
Arcosa Inc,ACA,NYSE,True,73.33
Arctic Cat Inc.,ACAT,NASDAQ,False,
Arctos NorthStar Acquisition Corp,ANAC,NYSE,False,
Arcturus Therapeutics Holdings Inc,ARCT,NASDAQ,True,28.39
Arcus Biosciences Inc,RCUS,NYSE,True,21.64
Arcutis Biotherapeutics Inc,ARQT,NASDAQ,True,10.01
Ardagh Group SA,ARD,NYSE,False,
Ardagh Metal Packaging SA,AMBP,NYSE,True,3.81
Ardea Biosciences,RDEA,NASDAQ,False,
Ardelyx Inc,ARDX,NASDAQ,True,3.93
Arden Grp. - Class A,ARDNA,NASDAQ,False,
Ardmore Shipping Corp,ASC,AMEX,True,12.01
Ardmore Shipping Corporation,ASC,NYSE,True,12.01
Arel Communications & Software Ltd.,ARLC,NASDAQ,False,
Arena Fortify Acquisition Corporation,AFAC,NASDAQ,False,
Arena Fortify Acquisition Corporation,AFACU,NASDAQ,False,
Arena Pharmaceuticals Inc,ARNA,NASDAQ,False,
Ares Acquisition Corporation,AAC,NYSE,True,10.5
Ares Capital Corp,ARCCR,NASDAQ,False,
Ares Capital Corporation,ARCC,NASDAQ,True,19.08
Ares Commercial Real Estate Corporation,ACRE,NYSE,True,10.0
Ares Dynamic Credit Allocation Fund Inc,ARDC,NYSE,True,11.96
Ares Management Co,ARES,NYSE,True,91.96
Argan Inc,AGX,NYSE,True,44.24
Argo Blockchain PLC,ARBKL,NASDAQ,True,6.0
Argo Group International Holdings Ltd,ARGO,NYSE,True,29.44
Argo Group International Holdings Ltd,ARGD,NYSE,True,22.07
Argo Grp. International Holdings Ltd.,AGIID,NASDAQ,False,
Argus Capital Corporation,ARGU,NASDAQ,False,
Arhaus Inc,ARHS,NASDAQ,True,8.49
Ari Network Services,ARIS,NASDAQ,True,9.43
Ariad Pharmaceuticals,ARIA,NASDAQ,False,
Ariba,ARBA,NASDAQ,False,
Ariba,ARBAD,NASDAQ,False,
Aridis Pharmaceuticals Inc,ARDS,NASDAQ,True,0.28
Aries I Acquisition Corporation,RAM,NASDAQ,False,
Aries Maritime Transport Limited - Common Shares,RAMS,NASDAQ,False,
Aris Water Solutions Inc,ARIS,NYSE,True,9.43
Arista Networks,ANET,NYSE,True,162.32
Arisz Acquisition Corporation,ARIZ,NASDAQ,True,10.53
Arisz Acquisition Corporation,ARIZU,NASDAQ,True,10.65
ARK Genomic Revolution ETF,ARKG,AMEX,True,33.86
ARK Innovation ETF,ARKK,AMEX,True,42.68
Ark Restaurants Corporation,ARKR,NASDAQ,True,17.95
ARKO Corporation,ARKO,NASDAQ,True,8.04
Arlington Asset Investment Corp,AAIC,NYSE,True,4.31
Arlington Asset Investment Corp,AIC,NYSE,True,24.39
Arlington Asset Investment Corp,AAIN,NYSE,True,23.89
Arlington Asset Investment Corp,AIW,NYSE,False,
Arlo Technologies Inc,ARLO,NYSE,True,9.24
Arm Holdings,ARMHY,NASDAQ,False,
Arm Holdings Plc ADS Each Representing 3 Ordinary Shares,ARMH,NASDAQ,False,
Armada Acquisition Corporation I,AACI,NASDAQ,True,10.239
Armada Hoffler Properties Inc,AHH,NYSE,True,11.83
Armata Pharmaceuticals Inc,ARMP,AMEX,True,1.56
ARMOUR Residential REIT Inc New,ARR,NYSE,True,5.1
Armstrong Flooring Inc,AFI,NYSE,False,
Armstrong World Industries Inc,AWI,NYSE,True,66.97
ARNQ,ARNQ,NASDAQ,False,
Arogo Capital Acquisition Corporation,AOGOU,NASDAQ,True,10.46
Arotech Corporation,ARTX,NASDAQ,False,
Arotech Corporation,ARTXD,NASDAQ,False,
Arowana Inc. - Ordinary Shares,ARWA,NASDAQ,False,
Arowana Inc. - Rights,ARWAR,NASDAQ,False,
Arowana Inc. - Warrant,ARWAW,NASDAQ,False,
Arqit Quantum Inc,ARQQ,NASDAQ,True,1.59
ArQule Inc,ARQL,NASDAQ,False,
Array Technologies Inc,ARRY,NASDAQ,True,22.8
Arris International Plc - Ordinary Shares,ARRS,NASDAQ,False,
Arrival,ARVL,NASDAQ,True,2.68
Arrow Electronics Inc,ARW,NYSE,True,134.08
Arrow Financial Corporation,AROW,NASDAQ,True,21.76
Arrow Intl,ARRO,NASDAQ,False,
Arrowhead Pharmaceuticals Inc,ARWR,NASDAQ,True,35.7
Arrowhead Research,ARWRW,NASDAQ,False,
Arrowhead Research Corp.,ARWRD,NASDAQ,False,
Arrow-Magnolia Intl,ARWM,NASDAQ,False,
Arrowroot Acquisition Corporation,ARRW,NASDAQ,True,10.39
Arsanis,ASNS,NASDAQ,True,2.96
Art Technology Grp.,ARTG,NASDAQ,False,
Artelo Biosciences Inc,ARTL,NASDAQ,True,2.04
Artemis Strategic Investment Corporation,ARTE,NASDAQ,True,10.51
Arteris Inc,AIP,NASDAQ,True,7.44
Artesian Resources Corporation,ARTNA,NASDAQ,True,50.28
Artesyn Technologies,ATSN,NASDAQ,False,
Arthrocare Corp.,ARTC,NASDAQ,False,
Arthur J Gallagher and Company,AJG,NYSE,True,204.84
Artisan Acquisition Corporation,ARTA,NASDAQ,False,
Artisan Acquisition Corporation,ARTAU,NASDAQ,False,
Artisan Partners Asset Management Inc,APAM,NYSE,True,35.82
Artius Acquisition Inc,AACQ,NASDAQ,False,
Arts Way Manufacturing Co Inc,ARTW,NASDAQ,True,2.52
Arvinas Inc,ARVN,NASDAQ,True,24.25
ARYA Sciences Acquisitioin Corporation V,ARYE,NASDAQ,True,10.33
ARYA Sciences Acquisition Corporation II,ARYB,NASDAQ,False,
ARYA Sciences Acquisition Corporation IV,ARYD,NASDAQ,True,10.45
ARYA Sciences Acquistion Corporation,ARYAW,NASDAQ,False,
ARYA Sciences Acquistion Corporation III,ARYA,NASDAQ,False,
ASA Gold and Precious Metals Limited,ASA,NYSE,True,15.82
Asana Inc,ASAN,NYSE,True,22.53
Asanko Gold Inc,AKG,AMEX,False,
Asat Hldg Ltd American Dep,ASTT,NASDAQ,False,
Asat Holdings Limited ADS,ASTTD,NASDAQ,False,
Asb Bancorp,ASBB,NASDAQ,False,
Asb Financial,ASBP,NASDAQ,False,
Asbury Automotive Group Inc,ABG,NYSE,True,230.9
Ascena Retail Group Inc,ASNA,NASDAQ,False,
Ascendant Digital Acquisition Corp,ACND,NYSE,False,
Ascendant Digital Acquisition Corp III,ACDI,NYSE,False,
Ascent Capital Grp. - Series A,ASCMA,NASDAQ,False,
Ascent Media - Series A Common Stock,ASCMV,NASDAQ,False,
Ascent Media Grp.,AMGIA,NASDAQ,False,
Ascent Solar Technologies,ASTIW,NASDAQ,False,
Ascent Solar Technologies - Warrants Class B 7/11/2011,ASTIZ,NASDAQ,False,
Ascential Software - Common Stock,ASCL,NASDAQ,False,
Ase Test Ltd,ASTSF,NASDAQ,False,
Asensus Surgical,ASXC,NYSE,True,0.54
Asensus Surgical Inc,ASXC,AMEX,True,0.54
ASGN Inc,ASGN,NYSE,True,72.71
Ashford Holding Company,AINC,AMEX,True,10.45
Ashford Hospitality Trust Inc,AHT,NYSE,True,4.23
Ashland Global Holdings Inc,ASH,NYSE,True,86.84
Ashworth,ASHW,NASDAQ,False,
Asia Entertainment,AERLW,NASDAQ,False,
Asia Pacific Wire and Cable Corporation Ltd,APWC,NASDAQ,True,1.68
Asiainfo-Linkage,ASIA,NASDAQ,False,
Ask Jeeves,ASKJ,NASDAQ,False,
Asml Holding N.V. - New York Registry Shares,ASMLD,NASDAQ,False,
Aspect Medical Systems,ASPM,NASDAQ,False,
Aspen Aerogels Inc,ASPN,NYSE,True,7.69
Aspen Group Inc,ASPU,NASDAQ,True,0.175
Aspen Insurance Holdings Limited,AHLPR,NYSE,False,
Aspen Technology Inc,AZPN,NASDAQ,True,164.75
Aspenbio Pharma,APPYD,NASDAQ,False,
Aspira Womans Health Inc,AWH,NASDAQ,True,2.91
Aspirational Consumer Lifestyle Corp,ASPL,NYSE,True,0.115
Aspire Real Estate Investors Inc,ASPI,NYSE,True,0.4167
Aspiriant Income Opportunities Fund,AIOFX,NASDAQ,False,
Assembly Biosciences Inc,ASMB,NASDAQ,True,1.115
Assertio Holdings Inc,ASRT,NASDAQ,True,6.02
Asset Acceptance Capital Corp.,AACC,NASDAQ,False,
Asset Cap Corp,ACCI,NASDAQ,False,
AssetMark Financial Holdings Inc,AMK,NYSE,True,30.02
Associated Banc Corp,ASB,NYSE,True,16.9
Associated Capital Group Inc,AC,NYSE,True,36.23
Assurant Inc,AIZN,NYSE,True,20.15
Assurant Inc,AIZ,NYSE,True,125.73
Assure Holdings Corporation,IONM,NASDAQ,True,1.01
Assured Guaranty Municipal Holdings Inc,AGO,NYSE,True,53.84
AST SpaceMobile Inc,ASTS,NASDAQ,True,5.8
Asta Funding Inc,ASFI,NASDAQ,False,
Astec Industries Inc,ASTE,NASDAQ,True,43.54
Astex Pharmaceuticals,ASTX,NASDAQ,False,
Asthmatx,AZMA,NASDAQ,False,
Astor Explorations,ATOR,NYSE,True,0.1
Astra Space Inc,ASTR,NASDAQ,True,0.39
Astrea Acquisition Corporation,ASAX,NASDAQ,False,
Astria Therapeutics Inc,ATXS,NASDAQ,True,11.6
Astronics Corporation,ATRO,NASDAQ,True,17.53
AstroNova Inc,ALOT,NASDAQ,True,15.1
Astrotech Corporation,ASTC,NASDAQ,True,11.62
Asure Software Inc,ASUR,NASDAQ,True,12.23
ASV Holdings Inc,ASV,NASDAQ,False,
At Home Group Inc,HOME,NYSE,False,
AT&T Inc,TBC,NYSE,True,24.9494
AT&T Inc,T,NYSE,True,16.07
AT&T Inc,TBB,NYSE,True,23.625
AT&T Inc,T,NYSE,True,16.07
ATA Creativity Global,AACG,NASDAQ,True,1.43
ATAI Life Sciences NV,ATAI,NASDAQ,True,1.79
Atara Biotherapeutics Inc,ATRA,NASDAQ,True,1.88
Atari,ATARD,NASDAQ,False,
Atea Pharmaceuticals Inc,AVIR,NASDAQ,True,4.27
Atento SA,ATTO,NYSE,True,1.69
Aterian Inc,ATER,NASDAQ,True,0.5777
Aterian Inc,ATER,NASDAQ,True,0.5777
Athena Consumer Acquisition Corp,ACAQ,NYSE,True,10.73
Athena Technology Acquisition Corp,ATHN,NYSE,False,
Athenahealth,ATHN,NASDAQ,False,
Athene Holding Ltd,ATH,NYSE,False,
Athenex Inc,ATNX,NASDAQ,True,0.2031
Atherogenics,AGIX,NASDAQ,False,
Atheros Communications,ATHR,NASDAQ,False,
Athersys Inc,ATHX,NASDAQ,True,1.0
Athira Pharma Inc,ATHA,NASDAQ,True,3.51
Athlon Acquisition Corporation,SWET,NASDAQ,False,
ATI Physical Therapy Inc,ATIP,NYSE,True,0.1658
Ati Technologies,ATYT,NASDAQ,False,
ATIF Holdings Ltd,ATIF,NASDAQ,True,1.78
Atkore Inc,ATKR,NYSE,True,138.9
Atlantic Alliance Partnership Corp. - Ordinary Shares,AAPC,NASDAQ,False,
Atlantic American Corporation,AAME,NASDAQ,True,2.15
Atlantic Avenue Acquisition Corp,ASAQ,NYSE,False,
Atlantic Bancgrp.,ATBC,NASDAQ,False,
Atlantic Capital Bancshares Inc,ACBI,NASDAQ,False,
Atlantic Coast Airlines Holdings,ACAI,NASDAQ,True,0.0251
Atlantic Coast Federal Corp.,ACFCD,NASDAQ,False,
Atlantic Coastal Acquisition Corporation,ACAH,NASDAQ,True,10.4
Atlantic Data Services,ADSC,NASDAQ,False,
Atlantic Power Corporation,AT,NYSE,False,
Atlantic Southern Financial Grp.,ASFN,NASDAQ,False,
Atlantic Union Bankshares Corporation,AUB,NASDAQ,True,29.57
Atlantica Sustainable Infrastructure PLC,AY,NASDAQ,True,24.74
Atlanticus Holdings Corporation,ATLC,NASDAQ,True,38.095
