Company,Ticker,Exchange,Yahoo,Closing Price
Powered Brands,POW,NASDAQ,False,
PowerFleet Inc,PWFL,NASDAQ,True,3.34
Power-One,PWER,NASDAQ,False,
PowerSchool Holdings Inc,PWSC,NYSE,True,18.79
Powersecure International,POWR,NYSE,False,
Powershares China A-Share Portfolio,CHNA,AMEX,True,16.2
Powershares DB Commodity Long Etn,DPU,AMEX,False,
Powershares Dyn Large Cap Pt,PJF,AMEX,False,
Powershares Ftse Nasdaq Small Cap Portfolio,PQSC,NASDAQ,False,
Powershares Fundamental Emerging Markets Local Debt Portfolio,PFEM,AMEX,False,
Powershares Kbw Capital Markets Portfolio,KBWC,AMEX,False,
Powershares Kbw Insurance Portfoliio Etf,KBWI,AMEX,False,
Powershares Nasdaq Next Q Portfolio,PNXQ,NASDAQ,False,
Powershares S&P Emerging Markets High Beta Portfolio Exchange Traded Fund,EEHB,AMEX,False,
Powershares S&P International Developed High Beta Portfolio Exchange Traded Fund,IDHB,AMEX,False,
Powershares S&P Smallcap Consumer Discretionary Portfolio,XLYS,NASDAQ,False,
Powershares S&P Smallcap Consumer Staples Portfolio,XLPS,NASDAQ,False,
Powershares S&P Smallcap Energy Portfolio,XLES,NASDAQ,False,
Powershares S&P Smallcap Health Care Portfolio,XLVS,NASDAQ,False,
Powershares S&P Smallcap Industrials Portfolio,XLIS,NASDAQ,False,
Powershares S&P Smallcap Information Technology Portfolio,XLKS,NASDAQ,False,
Powershares S&P Smallcap Materials Portfolio,XLBS,NASDAQ,False,
Powershares S&P Smallcap Utilities Portfolio,XLUS,NASDAQ,False,
Powershs S&P Scap Utils Ptf,XLUX,NASDAQ,False,
Powerwave Technologies,PWAV,NASDAQ,False,
Powerwave Technologies,PWAVD,NASDAQ,False,
Pozen,POZN,NASDAQ,False,
PPD Inc,PPD,NASDAQ,False,
PPG Industries Inc,PPG,NYSE,True,141.17
PPL Capital Funding Inc,PPX,NYSE,False,
PPL Corporation,PPL,NYSE,True,26.84
PQ Group Holdings Inc,PQG,NYSE,False,
PRA Group Inc,PRAA,NASDAQ,True,23.46
PRA Health Sciences Inc,PRAH,NASDAQ,False,
Pra Intl Common Stk,PRAI,NASDAQ,False,
Practiceworks,PRWK,NASDAQ,False,
Praecis Pharmaceuticals,PRCS,NASDAQ,False,
Praecis Pharmaceuticals Incorporated,PRCSD,NASDAQ,False,
Prana Biotechnology Ltd ADS,PRAN,NASDAQ,False,
Praxis Precision Medicines Inc,PRAX,NASDAQ,True,1.01
Precigen Inc,PGEN,NASDAQ,True,1.26
Precipio Inc,PRPO,NASDAQ,True,0.48
Precis,PCIS,NASDAQ,False,
Precise Software Solutions Ltd,PRSE,NASDAQ,False,
Precision BioSciences Inc,DTIL,NASDAQ,True,0.7565
Precision Therapeutics Inc.,AIPT,NASDAQ,False,
Predictive Oncology Inc,POAI,NASDAQ,True,3.36
Predix Pharm Hldgs,PRDX,NASDAQ,False,
Preformed Line Products Company,PLPC,NASDAQ,True,163.15
Prelude Therapeutics Inc,PRLD,NASDAQ,True,5.535
Premier Comm Bankshares,PREM,NASDAQ,False,
Premier Financial Bancorp Inc,PFBI,NASDAQ,False,
Premier Financial Corporation,PFC,NASDAQ,True,17.0
Premier Inc,PINC,NASDAQ,True,25.91
Premier West Bancorp,PRWT,NASDAQ,False,
Premier West Bancorp,PRWTD,NASDAQ,False,
Premium Std Farms,PORK,NASDAQ,False,
Presidential Life Corp.,PLFE,NASDAQ,False,
Presidio Inc,PSDO,NASDAQ,False,
Presidio Property Trust Inc,SQFT,NASDAQ,True,0.9251
Press Ganey Holdings,PGND,NYSE,False,
Presstek,PRST,NASDAQ,True,3.8
Prestige Consumer Healthcare Inc,PBH,NYSE,True,58.25
Preston Hollow Community Capital Inc,PHCC,NYSE,False,
Pretium Resources Inc,PVG,NYSE,False,
Prevail Therapeutics Inc,PRVL,NASDAQ,False,
Prg-Schultz International Inc.,PRGXD,NASDAQ,False,
PRGX Global Inc,PRGX,NASDAQ,False,
Priam Properties,PRMI,NYSE,False,
PriceSmart Inc,PSMT,NASDAQ,True,75.38
Prima Energy,PENG,NASDAQ,False,
Primavera Capital Acquisition Corporation,PV,NYSE,False,
Prime Impact Acquisition I,PIAI,NYSE,True,10.61
PrimeEnergy Resources Corporation,PNRG,NASDAQ,True,93.12
Primerica Inc,PRI,NYSE,True,188.09
Primis Financial Corporation,FRST,NASDAQ,True,8.3
Primo Water Corporation,PRMW,NASDAQ,True,13.2
Primo Water Corporation,PRMW,NYSE,True,13.2
Primoris Services - Units,PRIMU,NASDAQ,False,
Primoris Services Corp Wrts,PRIMW,NASDAQ,False,
Primoris Services Corporation,PRIM,NASDAQ,True,30.33
Primus Knowledge Solutions,PKSI,NASDAQ,False,
Principal Financial Group Inc,PFG,NASDAQ,True,70.83
Principal Real Estate Income Fund,PGZ,NYSE,True,9.48
Principia Biopharma Inc,PRNB,NASDAQ,False,
Printcafe Software,PCAF,NASDAQ,False,
Printronix,PTNX,NASDAQ,False,
Priority Healthcare b,PHCC,NASDAQ,False,
Priority Technology Holdings Inc,PRTH,NASDAQ,True,4.01
Pristine Pwr,PRPWF,NASDAQ,False,
Private Business,PBIZ,NASDAQ,False,
Private Media Grp.,PRVTD,NASDAQ,False,
Privatebancorp,PVTB,NASDAQ,False,
Priveterra Acquisition Corporation,PMGM,NASDAQ,True,9.875
Privia Health Group Inc,PRVA,NASDAQ,True,27.8
ProAssurance Corp,PRA,NYSE,True,14.45
Probusiness Services,PRBZ,NASDAQ,False,
Procaps Group SA,PROC,NASDAQ,True,4.25
Procentury Corp,PROS,NASDAQ,False,
PROCEPT BioRobotics Corporation,PRCT,NASDAQ,True,33.92
Processa Pharmaceuticals Inc,PCSA,NASDAQ,True,0.71
Procore Technologies Inc,PCOR,NYSE,True,63.6
Procter and Gamble Co,PG,NYSE,True,146.44
Pro-Dex,PDEXD,NASDAQ,False,
ProDex Inc,PDEX,NASDAQ,True,18.99
Pro-Fac Cooperative,PFACP,NASDAQ,False,
Professional Diversity Network Inc,IPDN,NASDAQ,True,4.14
Professional Holding Corporation,PFHD,NASDAQ,False,
Proficient Alpha Acquisition Corporation,PAAC,NASDAQ,False,
Profire Energy Inc,PFIE,NASDAQ,True,1.32
Profound Medical Corporation,PROF,NASDAQ,True,14.82
PROG Holdings Inc,PRG,NYSE,True,34.66
Progen Pharmaceuticals Limited - Warrant,PGLAW,NASDAQ,False,
Progenics Pharmaceuticals Inc,PGNX,NASDAQ,False,
Progenity Inc,PROG,NASDAQ,False,
Progress Acquisition Corporation,PGRW,NASDAQ,True,10.35
Progress Software Corporation,PRGS,NASDAQ,True,59.97
Progressive Corporation,PGR,NYSE,True,131.08
Progressive Gaming International,PGICD,NASDAQ,False,
Progyny Inc,PGNY,NASDAQ,True,40.94
Project Energy Reimagined Acquisition Corporation,PEGR,NASDAQ,True,10.32
Project Energy Reimagined Acquisition Corporation,PEGRU,NASDAQ,True,10.4
Prologis,PLD,NYSE,True,124.91
Prometheus Biosciences Inc,RXDX,NASDAQ,True,198.98
Proofpoint Inc,PFPT,NASDAQ,False,
Property Solutions Acquisition Corporation,PSAC,NASDAQ,False,
Property Solutions Acquisition Corporation II,PSAG,NASDAQ,False,
ProPetro Holding Corp,PUMP,NYSE,True,7.89
ProPhase Labs Inc,PRPH,NASDAQ,True,8.13
PropTech Acquisition Corporation,PTAC,NASDAQ,False,
PropTech Investment Corporation II,PTIC,NASDAQ,False,
ProQR Therapeutics NV,PRQR,NASDAQ,True,1.755
Pros Holding Inc,PRO,NYSE,True,29.68
Proshares Bitcoin Strategy ETF,BITO,AMEX,True,14.89
Proshares Cds North American HY Credit Etf,TYTE,AMEX,False,
Proshares Managed Futures Strategy,FUTS,AMEX,True,0.01939
Proshares Short Investment Grade Corporate,IGS,AMEX,False,
ProShares Short QQQ New,PSQ,AMEX,True,11.18
ProShares Short S&P500 New,SH,AMEX,True,14.49
Proshares Ultra Bloomberg Commodity,UCD,AMEX,False,
Proshares Ultra Investment Grade Corporate Etf,IGU,AMEX,False,
Proshares Ultra Msci Pacific Ex-Japan,UXJ,AMEX,False,
ProShares Ultra QQQ,QLD,AMEX,True,58.99
ProShares Ultra VIX Short Term Futures ETF,UVXY,AMEX,True,2.24
ProShares UltraPro 3x Crude Oil ETF,OILU,NYSE,True,35.54
ProShares UltraPro 3x Short Crude Oil ETF,OILD,NYSE,True,26.3106
ProShares UltraPro Dow 30,UDOW,AMEX,True,57.42
ProShares UltraPro QQQ,TQQQ,NASDAQ,True,36.18
ProShares UltraPro S&P 500,UPRO,AMEX,True,43.07
ProShares UltraPro Short Dow 30 New,SDOW,AMEX,True,25.17
ProShares UltraPro Short QQQ,SQQQ,NASDAQ,True,22.05
ProShares UltraPro Short Russell 2000 New,SRTY,AMEX,True,41.26
ProShares UltraPro Short S&P 500,SPXU,AMEX,True,11.93
ProShares UltraShort Bloomberg Natural Gas,KOLD,AMEX,True,77.58
Proshares Ultrashort Junior Miners Etf,GDJS,AMEX,False,
ProShares UltraShort Lehman 20 plus Year Treasury,TBT,AMEX,True,30.12
Proshares Ultrashort Msci Pacific Ex-Japan,JPX,AMEX,False,
ProShares UltraShort QQQ,QID,AMEX,True,14.62
ProShares UltraShort S&P500,SDS,AMEX,True,36.98
ProShares VIX Short Term Futures ETF,VIXY,AMEX,True,5.64
ProSight Global Inc,PROS,NYSE,False,
Prosoft Learning,POSO,NASDAQ,False,
Prospect Capital Corporation,PSEC,NASDAQ,True,6.32
Prospect Capital Corporation,PBC,NYSE,False,
Prospect Capital Corporation,PBB,NYSE,False,
Prospect Capital Corporaton,PBY,NYSE,False,
Prospect Global Resources Inc.,PGRX,NASDAQ,False,
Prospect Medical Hldgs,PZZ,NASDAQ,False,
Prospector Capital Corporation,PRSR,NASDAQ,True,10.4
Prosperity Bancshares,PRSP,NASDAQ,False,
Prosperity Bancshares Inc,PB,NYSE,True,61.34
Protagenic Therapeutics Inc,PTIX,NASDAQ,True,1.93
Protagonist Therapeutics Inc,PTGX,NASDAQ,True,29.36
Protalix BioTherapeutics Inc,PLX,AMEX,True,2.33
Protara Therapeutics Inc,TARA,NASDAQ,True,3.0
Protection One,PONE,NASDAQ,False,
Protective Ins Corp,BWINA,NASDAQ,False,
Protective Ins Corp,BWINB,NASDAQ,False,
Protective Insurance Corporation,PTVCA,NASDAQ,False,
Protective Insurance Corporation,PTVCB,NASDAQ,False,
Proteon Therapeutics Inc,PRTO,NASDAQ,False,
Proteostasis Therapeutics Inc,PTI,NASDAQ,False,
Proterra Inc,PTRA,NASDAQ,True,1.24
Prothena Corp. Plc - Ordinary Shares,PRTAV,NASDAQ,False,
Prothena Corporation PLC,PRTA,NASDAQ,True,69.95
Protherics,PTIL,NASDAQ,False,
Proto Labs Inc,PRLB,NYSE,True,35.11
Provalis Plc Ads,PVLS,NASDAQ,False,
Provention Bio Inc,PRVB,NASDAQ,True,24.98
Provide Commerce,PRVD,NASDAQ,False,
Providence And Worcester Railroad Company,PWX,NASDAQ,False,
Providence Service Corp,PRSC,NASDAQ,False,
Provident Acquisition Corporation,PAQC,NASDAQ,False,
Provident Bancorp Inc,PVBC,NASDAQ,True,8.21
Provident Bankshares,PBKS,NASDAQ,False,
Provident Financial Grp.,PFGI,NASDAQ,False,
Provident Financial Holdings Inc,PROV,NASDAQ,True,12.59
Provident Financial Services Inc,PFS,NYSE,True,18.17
Proxim,PROX,NASDAQ,False,
Prudenital Bancorp Inc of Pennsylvania,PBIP,NASDAQ,False,
Prudential Financial Inc,PRH,NYSE,True,25.18
Prudential Financial Inc,PRU,NYSE,True,84.84
Prudential Financial Inc,PRS,NYSE,True,25.19
Prudential Financial Inc,PFH,NYSE,True,20.39
Prudential Financial Inc,PJH,NYSE,False,
PS Business Parks Inc,PSB,NYSE,False,
PSAV,PSAV,NYSE,False,
Psb Bancorp,PSBI,NASDAQ,False,
Psi Tech Hldgs,PSIT,NASDAQ,False,
Pss World Medical Inc.,PSSI,NASDAQ,False,
Psychemedics Corporation,PMD,NASDAQ,True,4.81
Psychiatric Solutions,PSYS,NASDAQ,False,
PTC Inc,PTC,NASDAQ,True,137.43
PTC Therapeutics Inc,PTCT,NASDAQ,True,42.56
PTK Acquisition Corp,PTK,AMEX,False,
Public Service Enterprise Group Inc,PEG,NYSE,True,62.14
Public Storage,PSAA,NYSE,False,
Public Storage,PSAPRE,NYSE,False,
Public Storage,PSAPRF,NYSE,False,
Public Storage,PSAPRR,NYSE,False,
Public Storage,PSAPRT,NYSE,False,
Public Storage,PSAPRU,NYSE,False,
Public Storage,PSAPRW,NYSE,False,
Public Storage,PSA,NYSE,True,290.22
PubMatic Inc,PUBM,NASDAQ,True,18.81
Puhui Wealth Investment Management Company Ltd,PHCF,NASDAQ,False,
Pulaski Financial Corp.,PULB,NASDAQ,False,
Pulmatrix Inc,PULM,NASDAQ,True,2.76
Pulmonx Corporation,LUNG,NASDAQ,True,12.19
Pulse Biosciences Inc,PLSE,NASDAQ,True,6.85
PULTE ACQUISITION CORP.,PLTEU,NASDAQ,False,
PulteGroup Inc,PHM,NYSE,True,71.21
Puma Biotechnology Inc,PBYI,NASDAQ,True,3.51
Pure Acquisition Corporation,PACQ,NASDAQ,False,
Pure Cycle Corp,PCYO,NASDAQ,True,10.33
Pure Storage Inc,PSTG,NYSE,True,34.55
Pure World,PURW,NASDAQ,False,
PureCycle Technologies Inc,PCT,NASDAQ,True,8.08
Purefunds Etfx Healthtech Etf,IMED,NASDAQ,False,
Purple Innovation Inc,PRPL,NASDAQ,True,3.13
Putnam Arizona Tax Exempt Income Class M,PAZMX,NASDAQ,False,
Putnam Arizona Tax Exempt Income Fund,PTAZX,NASDAQ,False,
Putnam Arizona Tax Exempt Income Fund B Shares,PAZBX,NASDAQ,False,
Putnam Arizona Tax Exempt Income Fund C Share,PAZCX,NASDAQ,False,
Putnam Arizona Tax Exempt Income Fund Y Shs,PAZYX,NASDAQ,False,
Putnam Global Dividend FD CL A,PGDEX,NASDAQ,False,
Putnam Global Dividend FD CL B,PGDFX,NASDAQ,False,
Putnam Global Dividend FD CL C,PGDHX,NASDAQ,False,
Putnam Global Dividend FD CL M,PGDMX,NASDAQ,False,
Putnam Global Dividend FD CL Y,PGDYX,NASDAQ,False,
Putnam Global Energy Fund A Shs,PGEAX,NASDAQ,False,
Putnam Global Energy Fund B Shs,PGEDX,NASDAQ,False,
Putnam Global Energy Fund C Shs,PGECX,NASDAQ,False,
Putnam Global Energy Fund M Shs,PGENX,NASDAQ,False,
Putnam Global Energy Fund R Shs,PGETX,NASDAQ,False,
Putnam Global Energy Fund Y Shs,PGEIX,NASDAQ,True,7.7
Putnam Managed Muni Income Trust,PMM,NYSE,True,5.86
Putnam Master Intermediate Income Trust,PIM,NYSE,True,3.23
Putnam Michigan Tax Exempt Class B Shares,PMEBX,NASDAQ,False,
Putnam Michigan Tax Exempt Income Class M,PMIMX,NASDAQ,False,
Putnam Michigan Tax Exempt Income FD A,PXMIX,NASDAQ,False,
Putnam Michigan Tax Exempt Income Fund C Share,PMGCX,NASDAQ,False,
Putnam Michigan Tax Exempt Income Fund Y Shs,PMIYX,NASDAQ,False,
Putnam Muni Opportunity Trust,PMO,NYSE,True,10.15
Putnam Premier Income Trust,PPT,NYSE,True,3.61
Puxin Limited,NEW,NYSE,False,
Pvf Capital Corp.,PVFC,NASDAQ,False,
PVH Corp,PVH,NYSE,True,84.52
PWP Forward Acquisition Corporation I,FRW,NASDAQ,False,
PyroGenesis Canada Inc,PYR,NASDAQ,True,0.7687
Pyrophyte Acquisition Corp,PHYT,NYSE,True,10.62
Pyxis Oncology Inc,PYXS,NASDAQ,True,2.97
Pyxis Tankers,PXSSV,NASDAQ,False,
Pyxis Tankers Inc,PXS,NASDAQ,True,3.76
Pyxus International Inc,PYX,NYSE,False,
Pzena Investment Management Inc,PZN,NYSE,False,
Q2 Holdings Inc,QTWO,NYSE,True,28.21
QAD Inc,QADA,NASDAQ,False,
QAD Inc,QADB,NASDAQ,False,
Qad Inc.,QADI,NASDAQ,False,
QCR Holdings Inc,QCRH,NASDAQ,True,45.47
Qell Acquisition Corporation,QELL,NASDAQ,False,
Qep Resources Inc,QEP,NYSE,False,
QGOG Constellation S.A.,QGOG,NYSE,False,
Qiagen NV,QGEN,NYSE,True,45.44
Qiao Xing Universal Resources,XING,NASDAQ,False,
Qilian International Holding Group Ltd,QLI,NASDAQ,True,0.84
Qlik Technologies Inc.,QLIK,NASDAQ,False,
Qlogic Corp.,QLGC,NASDAQ,False,
Qorvo Inc,QRVO,NASDAQ,True,99.04
QTS Realty Trust Inc,QTS,NYSE,False,
Quad Graphics Inc,QUAD,NYSE,True,3.72
Quadramed Corp,QDHC,NASDAQ,False,
Quaker City Bancorp,QCBC,NASDAQ,False,
Quaker Houghton,KWR,NYSE,True,205.48
QUALCOMM Inc,QCOM,NASDAQ,True,116.35
QUALCOMM Inc,QCOM,NASDAQ,True,116.35
Qualigen Therapeutics Inc,QLGN,NASDAQ,True,1.06
Quality Dining - Common Stock,QDIN,NASDAQ,False,
Qualstar Corporation,QBAK,NASDAQ,True,2.2977
Qualtrics International Inc,XM,NASDAQ,True,18.07
Qualys Inc,QLYS,NASDAQ,True,128.35
Quanex Corp,NX,NYSE,True,27.06
Quanta Services Inc,PWR,NYSE,True,183.37
Quantenna Communications,QTNA,NASDAQ,False,
Quanterix Corporation,QTRX,NASDAQ,True,23.09
Quantum Computing Inc,QUBT,NASDAQ,True,1.58
Quantum Corporation,QMCO,NASDAQ,True,1.02
Quantum FinTech Acquisition Corporation,QFTA,NYSE,True,10.4
Quantum Fuel Systems Technologies Worldwide,QTWWD,NASDAQ,False,
Quantum Si Inc,QSI,NASDAQ,True,1.69
Quantumscape Corp,QS,NYSE,True,6.81
Quark Pharma,QURK,NASDAQ,False,
Quarterhill Inc,QTRH,NASDAQ,False,
Qudian Inc,QD,NYSE,True,1.81
Queens Gambit Growth Capital,GMBT,NASDAQ,False,
Quest Diagnostics Inc,DGX,NYSE,True,135.67
Quest Energy Partners,QELP,NASDAQ,False,
Quest Resource,QRCP,NASDAQ,False,
Quest Resource Holding Corporation,QRHC,NASDAQ,True,6.07
Quest Software,QSFT,NASDAQ,False,
QuickLogic Corporation,QUIK,NASDAQ,True,7.01
Quidel Corp,QDEL,NASDAQ,True,84.62
QuinStreet Inc,QNST,NASDAQ,True,9.16
Quintana Energy Services Inc,QES,NYSE,False,
Quintana Maritime Limited Clas,QMARW,NASDAQ,False,
Quintana Maritime Ltd,QMAR,NASDAQ,True,23.5
Quipp,QUIP,NASDAQ,False,
Quipt Home Medical Corporation,QIPT,NASDAQ,True,5.44
Quixote,QUIX,NASDAQ,False,
Qumu Corporation,QUMU,NASDAQ,False,
Qunar Cayman Islands Limited ADS,QUNR,NASDAQ,False,
Quoin Pharmaceuticals Ltd,QNRX,NASDAQ,True,0.4844
Quorum Health Corporation,QHC,NYSE,False,
Quotient Limited - Unit,QTNTU,NASDAQ,False,
Quotient Ltd,QTNT,NASDAQ,False,
Quotient Technology Inc,QUOT,NYSE,True,3.15
Quovadx,QVDX,NASDAQ,False,
Qurate Retail Inc,QRTAV,NASDAQ,False,
Qurate Retail Inc,QRTBV,NASDAQ,False,
Qurate Retail Inc,QRTEA,NASDAQ,True,1.02
Qurate Retail Inc Com Ser B,QRTEB,NASDAQ,True,5.94
QVC Inc,QVCD,NYSE,True,10.79
Qwest Corp,CTW,NYSE,False,
Qwest Corporation,CTDD,NYSE,False,
Qwest Corporation,CTAA,NYSE,False,
Qwest Corporation,CTZ,NYSE,False,
Qwest Corporation,CTY,NYSE,False,
Qwest Corporation,CTBB,NYSE,False,
Real Estate Select Sector SPDR Fund,XLRE,AMEX,True,37.31
Regions Financial Corporation,RF,NYSE,True,18.56
Riot Blockchain Inc,RIOT,NASDAQ,True,10.55
Rivian Automotive Inc,RIVN,NASDAQ,True,14.05
Robinhood Markets Inc,HOOD,NASDAQ,True,9.5
Roblox Corporation,RBLX,NYSE,True,38.87
Roku Inc,ROKU,NASDAQ,True,69.1
S and T Bancorp Inc,STBA,NASDAQ,True,30.23
S and W Seed Company,SANW,NASDAQ,True,1.13
S R Telecom,SRXA,NASDAQ,False,
S&P Global Inc,SPGI,NYSE,True,382.16
S&W Seed Company - Warrants Class A 04/23/2015,SANWW,NASDAQ,False,
S&W Seed Company,SANWU,NASDAQ,False,
S1 Corp.,SONE,NASDAQ,False,
SAB Biotherapeutics Inc,SABS,NASDAQ,True,0.9208
Saba Capital Income & Opportunities Fund,BRW,NYSE,True,7.88
Saban Capital Acquisition Corp. - Class A Ordinary Share,SCAC,NASDAQ,False,
Saban Capital Acquisition Corp. - Warrants,SCACW,NASDAQ,False,
Sabra Health Care REIT Inc,SBRA,NASDAQ,True,11.71
Sabra Healthcare Reit,SBRAV,NASDAQ,False,
Sabre Corporation,SABR,NASDAQ,True,3.35
Sachem Capital Corp,SCCB,AMEX,False,
Sachem Capital Corp,SCCD,AMEX,False,
Sachem Capital Corp,SCCC,AMEX,False,
Sachem Capital Corp,SACC,AMEX,False,
Sachem Capital Corporation,SACH,AMEX,True,3.43
SAExploration Holdings Inc,SAEX,NASDAQ,False,
Safe Bulkers Inc,SB,NYSE,True,3.38
Safeguard Scientifics New,SFE,NYSE,True,1.99
Safehold Inc,SAFE,NYSE,True,25.95
Safenet,SFNT,NASDAQ,False,
Safety Insurance Group Inc,SAFT,NASDAQ,True,76.82
Safeway Inc.,SWY,NYSE,False,
Saflink,SFLK,NASDAQ,False,
Saga Communications Inc,SGA,NASDAQ,True,20.9
Sagaliam Acquisition Corporation,SAGAU,NASDAQ,True,11.2
Sage Therapeutics Inc,SAGE,NASDAQ,True,56.7
Sagent Pharmaceuticals,SGNT,NASDAQ,False,
Saia Inc,SAIA,NASDAQ,True,304.97
SailPoint Technologies Holdings Inc,SAIL,NYSE,False,
Sajan,SAJA,NASDAQ,False,
Salarius Pharmaceuticals Inc,SLRX,NASDAQ,True,1.83
Salary.Com,SLRY,NASDAQ,False,
Salem Media Group Inc,SALM,NASDAQ,True,0.97
Salesforce Com Inc,CRM,NYSE,True,209.53
Salient Midstream and MLP Fund,SMM,NYSE,True,8.9
Salisbury Bancorp Inc,SAL,NASDAQ,True,25.0
Sally Beauty Holdings Inc,SBH,NYSE,True,12.05
Samsara Inc,IOT,NYSE,True,27.77
Sana Biotechnology Inc,SANA,NASDAQ,True,6.7
Sanaby Health Acquisition Corporation I,SANB,NASDAQ,False,
Sanara MedTech Inc,SMTI,NASDAQ,True,39.81
Sand Technology,SNDT,NASDAQ,False,
Sandbridge Aquisition Corp,OWLT,NYSE,True,0.2049
Sandbridge Aquisition Corp,SBG,NYSE,False,
Sandbridge X2 Corp,SBII,NYSE,False,
Sanders Morris Harris Grp.,SMHG,NASDAQ,False,
Sanderson Farms Inc,SAFM,NASDAQ,False,
Sandisk Corp.,SNDK,NASDAQ,False,
SandRidge Energy Inc,SD,NYSE,True,14.97
SandRidge Mississippian Trust I,SDT,NYSE,False,
Sandridge Mississippian Trust II,SDR,NYSE,False,
SandRidge Permian Trust,PER,NYSE,False,
Sands Regent,SNDS,NASDAQ,False,
Sandstorm Gold Ltd,SAND,AMEX,True,5.34
Sandstorm Gold Ltd,SAND,NYSE,True,5.34
Sandy Spring Bancorp Inc,SASR,NASDAQ,True,25.4
Sangamo Therapeutics Inc,SGMO,NASDAQ,True,1.25
Sangaoma Technologies Corporation,SANG,NASDAQ,True,3.37
Sanmina Corporation,SANM,NASDAQ,True,55.33
Sanmina-Sci,SANMD,NASDAQ,False,
Santander Consumer USA Holdings Inc,SC,NYSE,False,
Santarus,SNTS,NASDAQ,False,
Sapiens International Corporation NV,SPNS,NASDAQ,True,26.47
Saratoga Investment Corp,SAB,NYSE,False,
Saratoga Investment Corp,SAF,NYSE,False,
Saratoga Investment Corp,SAK,NYSE,False,
Saratoga Investment Corp,SAR,NYSE,True,27.79
Sarcos Technology and Robotics Corporation,STRC,NASDAQ,True,0.3458
Sarepta Therapeutics,AVII,NASDAQ,False,
Sarepta Therapeutics Inc New,SRPT,NASDAQ,True,125.91
Sarissa Capital Acquisition Corporation,SRSA,NASDAQ,False,
Satcon Technology Corp.,SATC,NASDAQ,False,
Satsuma Pharmaceuticals Inc,STSA,NASDAQ,True,1.1
Saucony Inca,SCNYA,NASDAQ,False,
Saucony Incb,SCNYB,NASDAQ,False,
Saul Centers Inc,BFS,NYSE,True,38.18
Savara Inc,SVRA,NASDAQ,True,2.95
Save Foods Inc,SVFD,NASDAQ,True,0.68
Savvis,SVVS,NASDAQ,False,
SAVVIS,SVVSD,NASDAQ,False,
SB Financial Group,RBNF,NASDAQ,False,
SB Finanical Group Inc,SBFG,NASDAQ,True,12.74
SB One Bancorp,SBBX,NASDAQ,False,
SBA Communications Corporation,SBAC,NASDAQ,True,228.98
Sbe,SBEID,NASDAQ,False,
Sbe,SBEI,NASDAQ,False,
Sbs Broadcasting SA,SBTV,NASDAQ,False,
Sbs Technologies,SBSE,NASDAQ,False,
SC Health Corporation,SCPE,NYSE,False,
ScanSource Inc,SCSC,NASDAQ,True,30.68
Scg Financial Acquisition Corp,SCGQ,NASDAQ,False,
Schlotzskys,BUNZ,NASDAQ,False,
Schlumberger Ltd,SLB,NYSE,True,47.45
Schlumberger Ltd,SLB,NYSE,True,47.45
Schmitt Industries Inc,SMIT,NASDAQ,True,0.013
Schneider National Inc,SNDR,NYSE,True,27.06
Schnitzer Steel Industries Inc,SCHN,NASDAQ,True,31.43
Scholar Rock Holdings Corporation,SRRK,NASDAQ,True,6.94
Scholastic Corporation,SCHL,NASDAQ,True,42.7
Schrodinger Inc,SDGR,NASDAQ,True,38.28
Schultze Special Purpose Acquisition Corporation II,SAMA,NASDAQ,True,10.38
Schwab International Equity,SCHF,AMEX,True,35.64
Schwab US TIPs,SCHP,AMEX,True,52.54
Schweitzer Mauduit International Inc,SWM,NYSE,False,
Sciclone Pharmaceuticals,SCLN,NASDAQ,False,
Sciele Pharma,SCRX,NASDAQ,False,
Science 37 Holdings Inc,SNCE,NASDAQ,True,0.27
Science Applications International Corporation,SAIC,NYSE,True,105.06
Science Strategic Acquisition Corporaiton,SSAA,NASDAQ,False,
Scienjoy Holding Corporation,SJ,NASDAQ,True,3.44
Scientific Games Corporation,SGMS,NASDAQ,False,
Scientific Technologies,STIZ,NASDAQ,False,
ScION Tech Growth I,SCOA,NASDAQ,False,
ScION Tech Growth II,SCOB,NASDAQ,False,
SciPlay Corporation,SCPL,NASDAQ,True,19.37
Sciquest,SQI,NASDAQ,False,
Sciquest.Com,SQST,NASDAQ,False,
SciSparc Ltd,SPRC,NASDAQ,True,0.587
Scm Microsystems,SCMM,NASDAQ,False,
Sco Grp. (The),SCOX,NASDAQ,False,
Scope Metals Grp.,SCPE,NASDAQ,False,
Scopus BioPharma Inc,SCPS,NASDAQ,True,0.051
Scopus Video Networks Ltd Ord,SCOP,NASDAQ,False,
Score Media and Gaming Inc,SCR,NASDAQ,False,
Scorpio Bulkers Inc New,SALT,NYSE,False,
Scorpio Tankers Inc,SBNA,NYSE,False,
Scorpio Tankers Inc,SBBA,NYSE,True,24.99
Scorpio Tankers Inc,STNG,NYSE,True,44.87
Scotts Miracle Gro Company,SMG,NYSE,True,64.4
SCP and CO Healthcare Acquisition Company,SHAC,NASDAQ,False,
Screaming Eagle Acquisition Corp,SCRMU,NASDAQ,True,10.35
SCS Transport,SCST,NASDAQ,False,
Scully Royalty Ltd,SRL,NYSE,True,6.46
Sculptor Capital Management Inc,SCU,NYSE,True,9.52
SCVX Corp,SCVX,NYSE,False,
SCWorx Corporation,WORX,NASDAQ,True,0.24
Scynexis Inc,SCYX,NASDAQ,True,2.59
